Jogador;gols_totais;ass_totais;xG_totais;npxG_totais;xAG_totais;SCA_totais;GCA_totais;PrgP_totais;PrgC_totais;conducoes_totais;tent_drible_totais;suc_drible_totais;bloqueios_totais;amarelos_totais;vermelhos_totais;minutos_totais;G/90;A/90;xG/90;npxG/90;xAG/90;SCA/90;GCA/90;PrgP/90;PrgC/90;Conducoes/90;Tent/90;Suc/90;Bloq/90;Am/90;Vm/90;G+A;G+A/90;G-xG;xG+xAG;xG+xAG/90;Drible%
José Sabino;0;0;0.30000000000000004;0.30000000000000004;0.0;10.0;0.0;43.0;5.0;497.0;5.0;3.0;11.0;3;0;972.0;0.0;0.0;0.027777777777777783;0.027777777777777783;0.0;0.9259259259259259;0.0;3.9814814814814814;0.46296296296296297;46.01851851851852;0.46296296296296297;0.2777777777777778;1.0185185185185186;0.2777777777777778;0.0;0;0.0;-0.30000000000000004;0.30000000000000004;0.027777777777777783;0.6
José Vitor Silva Neves;0;0;0.2;0.2;0.0;3.0;0.0;12.0;4.0;84.0;15.0;5.0;7.0;2;0;176.0;0.0;0.0;0.10227272727272729;0.10227272727272729;0.0;1.534090909090909;0.0;6.136363636363636;2.0454545454545454;42.95454545454545;7.670454545454545;2.5568181818181817;3.5795454545454546;1.0227272727272727;0.0;0;0.0;-0.2;0.2;0.10227272727272729;0.3333333333333333
José Welison;0;1;0.0;0.0;0.5;13.0;1.0;42.0;7.0;245.0;6.0;3.0;19.0;1;1;883.0;0.0;0.10192525481313704;0.0;0.0;0.05096262740656852;1.3250283125707814;0.10192525481313704;4.280860702151755;0.7134767836919592;24.971687429218576;0.6115515288788222;0.3057757644394111;1.9365798414496036;0.10192525481313704;0.10192525481313704;1;0.10192525481313704;0.0;0.5;0.05096262740656852;0.5
João Carlos;0;0;0.1;0.1;0.0;1.0;1.0;0.0;1.0;9.0;2.0;0.0;0.0;0;0;27.0;0.0;0.0;0.33333333333333337;0.33333333333333337;0.0;3.333333333333333;3.333333333333333;0.0;3.333333333333333;30.0;6.666666666666666;0.0;0.0;0.0;0.0;0;0.0;-0.1;0.1;0.33333333333333337;0.0
Zé Guilherme;0;0;0.0;0.0;0.0;2.0;0.0;9.0;9.0;63.0;12.0;6.0;2.0;0;0;223.0;0.0;0.0;0.0;0.0;0.0;0.8071748878923767;0.0;3.632286995515695;3.632286995515695;25.426008968609864;4.843049327354261;2.4215246636771304;0.8071748878923767;0.0;0.0;0;0.0;0.0;0.0;0.0;0.5
Lucas Alario;0;0;1.8;1.8;0.1;9.0;1.0;7.0;0.0;72.0;10.0;6.0;2.0;4;0;638.0;0.0;0.0;0.2539184952978057;0.2539184952978057;0.014106583072100314;1.2695924764890283;0.14106583072100312;0.987460815047022;0.0;10.156739811912226;1.4106583072100312;0.8463949843260189;0.28213166144200624;0.5642633228840125;0.0;0;0.0;-1.8;1.9000000000000001;0.26802507836990597;0.6
Lucas Arcanjo;0;0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;700.0;0.0;0.0;0.0;4;0;3330.0;0.0;0.0;0.0;0.0;0.0;0.1081081081081081;0.0;0.0;0.0;18.91891891891892;0.0;0.0;0.0;0.1081081081081081;0.0;0;0.0;0.0;0.0;0.0;
Lucas Calegari;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;27.0;0.0;0.0;1.0;0;0;80.0;0.0;0.0;0.0;0.0;0.0;1.125;0.0;1.125;0.0;30.375000000000004;0.0;0.0;1.125;0.0;0.0;0;0.0;0.0;0.0;0.0;
Lucas Cunha;0;0;0.1;0.1;0.1;3.0;0.0;22.0;0.0;180.0;0.0;0.0;9.0;1;0;782.0;0.0;0.0;0.011508951406649618;0.011508951406649618;0.011508951406649618;0.3452685421994885;0.0;2.5319693094629154;0.0;20.71611253196931;0.0;0.0;1.0358056265984654;0.11508951406649617;0.0;0;0.0;-0.1;0.2;0.023017902813299237;
Lucas Esquivel;0;4;0.4;0.4;4.3;86.0;8.0;176.0;53.0;1079.0;50.0;28.0;28.0;5;1;2642.0;0.0;0.13626040878122633;0.013626040878122634;0.013626040878122634;0.14647993943981832;2.929598788796367;0.27252081756245267;5.995457986373959;1.805450416351249;36.7562452687358;1.7032551097653295;0.9538228614685844;0.9538228614685844;0.17032551097653292;0.03406510219530658;4;0.13626040878122633;-0.4;4.7;0.16010598031794096;0.56
Kauan;0;0;0.0;0.0;0.0;3.0;0.0;7.0;2.0;31.0;1.0;0.0;1.0;0;0;61.0;0.0;0.0;0.0;0.0;0.0;4.426229508196721;0.0;10.327868852459016;2.9508196721311477;45.73770491803279;1.4754098360655739;0.0;1.4754098360655739;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Kayke;0;0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;11.0;2.0;1.0;0.0;0;0;15.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;12.0;6.0;66.0;12.0;6.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.5
Kayke Santos;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0;0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;60.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Kleiton;0;0;0.5;0.5;0.0;3.0;0.0;1.0;2.0;8.0;2.0;2.0;0.0;0;0;29.0;0.0;0.0;1.5517241379310345;1.5517241379310345;0.0;9.310344827586206;0.0;3.103448275862069;6.206896551724138;24.82758620689655;6.206896551724138;6.206896551724138;0.0;0.0;0.0;0;0.0;-0.5;0.5;1.5517241379310345;1.0
Lawan;0;0;0.30000000000000004;0.30000000000000004;0.4;1.0;0.0;1.0;0.0;13.0;4.0;1.0;0.0;1;0;106.0;0.0;0.0;0.25471698113207547;0.25471698113207547;0.33962264150943394;0.8490566037735848;0.0;0.8490566037735848;0.0;11.037735849056604;3.3962264150943393;0.8490566037735848;0.0;0.8490566037735848;0.0;0;0.0;-0.30000000000000004;0.7000000000000001;0.5943396226415094;0.25
Leonardo Linck;0;0;0.0;0.0;0.5;4.0;0.0;1.0;0.0;207.0;0.0;0.0;0.0;0;1;1223.0;0.0;0.0;0.0;0.0;0.03679476696647588;0.294358135731807;0.0;0.07358953393295176;0.0;15.233033524121014;0.0;0.0;0.0;0.0;0.07358953393295176;0;0.0;0.0;0.5;0.03679476696647588;
Juan Pablo;0;0;0.1;0.1;0.0;4.0;0.0;17.0;3.0;101.0;5.0;0.0;2.0;1;0;341.0;0.0;0.0;0.026392961876832845;0.026392961876832845;0.0;1.0557184750733137;0.0;4.486803519061583;0.7917888563049854;26.656891495601176;1.3196480938416424;0.0;0.5278592375366569;0.26392961876832843;0.0;0;0.0;-0.1;0.1;0.026392961876832845;0.0
Juan Santos;0;1;0.6;0.6;0.2;7.0;1.0;4.0;6.0;60.0;6.0;2.0;7.0;0;0;263.0;0.0;0.34220532319391633;0.20532319391634982;0.20532319391634982;0.06844106463878327;2.3954372623574143;0.34220532319391633;1.3688212927756653;2.0532319391634983;20.53231939163498;2.0532319391634983;0.6844106463878327;2.3954372623574143;0.0;0.0;1;0.34220532319391633;-0.6;0.8;0.2737642585551331;0.3333333333333333
Juliano;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0;0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
João Marcelo;0;2;0.8;0.8;0.9;28.0;3.0;135.0;43.0;1214.0;20.0;10.0;34.0;7;1;2692.0;0.0;0.06686478454680535;0.026745913818722142;0.026745913818722142;0.030089153046062408;0.9361069836552749;0.10029717682020801;4.513372956909361;1.4375928677563148;40.58692421991085;0.6686478454680534;0.3343239227340267;1.136701337295691;0.23402674591381872;0.033432392273402674;2;0.06686478454680535;-0.8;1.7000000000000002;0.05683506686478455;0.5
João Moreira;0;0;0.0;0.0;0.0;2.0;1.0;4.0;2.0;64.0;6.0;2.0;2.0;0;0;195.0;0.0;0.0;0.0;0.0;0.0;0.9230769230769231;0.46153846153846156;1.8461538461538463;0.9230769230769231;29.53846153846154;2.769230769230769;0.9230769230769231;0.9230769230769231;0.0;0.0;0;0.0;0.0;0.0;0.0;0.3333333333333333
Igor Jesus;0;1;0.6;0.6;0.2;2.0;1.0;1.0;0.0;27.0;1.0;0.0;2.0;0;0;170.0;0.0;0.5294117647058824;0.3176470588235294;0.3176470588235294;0.10588235294117648;1.0588235294117647;0.5294117647058824;0.5294117647058824;0.0;14.294117647058822;0.5294117647058824;0.0;1.0588235294117647;0.0;0.0;1;0.5294117647058824;-0.6;0.8;0.42352941176470593;0.0
Igor Rabello;0;1;0.30000000000000004;0.30000000000000004;0.2;9.0;0.0;20.0;2.0;363.0;2.0;1.0;14.0;3;1;962.0;0.0;0.09355509355509356;0.02806652806652807;0.02806652806652807;0.018711018711018712;0.841995841995842;0.0;1.8711018711018712;0.18711018711018712;33.96049896049896;0.18711018711018712;0.09355509355509356;1.30977130977131;0.2806652806652807;0.09355509355509356;1;0.09355509355509356;-0.30000000000000004;0.5;0.04677754677754678;0.5
Igor Schlemper;0;1;0.0;0.0;0.2;3.0;1.0;1.0;1.0;41.0;0.0;0.0;4.0;0;0;123.0;0.0;0.7317073170731708;0.0;0.0;0.14634146341463414;2.1951219512195124;0.7317073170731708;0.7317073170731708;0.7317073170731708;30.0;0.0;0.0;2.9268292682926833;0.0;0.0;1;0.7317073170731708;0.0;0.2;0.14634146341463414;
Igor Vinícius de Souza;0;2;0.7999999999999999;0.7999999999999999;2.4;69.0;5.0;138.0;65.0;1186.0;59.0;21.0;25.0;7;1;2463.0;0.0;0.0730816077953715;0.029232643118148598;0.029232643118148598;0.08769792935444579;2.5213154689403168;0.18270401948842874;5.0426309378806335;2.3751522533495737;43.3373934226553;2.155907429963459;0.7673568818514007;0.9135200974421437;0.2557856272838003;0.03654080389768575;2;0.0730816077953715;-0.7999999999999999;3.1999999999999997;0.11693057247259439;0.3559322033898305
Jonathan;0;1;0.1;0.1;0.8;20.0;2.0;40.0;8.0;307.0;16.0;8.0;11.0;1;0;933.0;0.0;0.09646302250803858;0.00964630225080386;0.00964630225080386;0.07717041800643087;1.9292604501607717;0.19292604501607716;3.8585209003215435;0.7717041800643086;29.614147909967848;1.5434083601286173;0.7717041800643086;1.0610932475884245;0.09646302250803858;0.0;1;0.09646302250803858;-0.1;0.9;0.08681672025723473;0.5
Jorginho;0;1;0.0;0.0;0.1;6.0;2.0;5.0;2.0;21.0;1.0;1.0;1.0;1;0;73.0;0.0;1.2328767123287672;0.0;0.0;0.12328767123287672;7.397260273972602;2.4657534246575343;6.164383561643835;2.4657534246575343;25.89041095890411;1.2328767123287672;1.2328767123287672;1.2328767123287672;1.2328767123287672;0.0;1;1.2328767123287672;0.0;0.1;0.12328767123287672;1.0
Josef de Souza;0;0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;37.0;1.0;1.0;0.0;1;1;76.0;0.0;0.0;0.0;0.0;0.0;1.1842105263157894;0.0;4.7368421052631575;0.0;43.81578947368421;1.1842105263157894;1.1842105263157894;0.0;1.1842105263157894;1.1842105263157894;0;0.0;0.0;0.0;0.0;1.0
José Andrés Martínez;0;0;0.0;0.0;0.1;16.0;1.0;25.0;6.0;197.0;6.0;4.0;7.0;5;1;633.0;0.0;0.0;0.0;0.0;0.014218009478672987;2.2748815165876777;0.14218009478672985;3.5545023696682465;0.8530805687203792;28.009478672985782;0.8530805687203792;0.5687203791469194;0.9952606635071091;0.7109004739336492;0.14218009478672985;0;0.0;0.0;0.1;0.014218009478672987;0.6666666666666666
José Breno;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0;1;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;10.0;0;0.0;0.0;0.0;0.0;
José Cifuentes;0;0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;32.0;0.0;0.0;0.0;0;0;69.0;0.0;0.0;0.0;0.0;0.0;1.3043478260869565;0.0;3.9130434782608696;2.608695652173913;41.73913043478261;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Jair;0;0;0.0;0.0;0.0;2.0;0.0;17.0;3.0;160.0;4.0;1.0;2.0;2;0;271.0;0.0;0.0;0.0;0.0;0.0;0.6642066420664207;0.0;5.645756457564575;0.9963099630996309;53.13653136531365;1.3284132841328413;0.33210332103321033;0.6642066420664207;0.6642066420664207;0.0;0;0.0;0.0;0.0;0.0;0.25
Jamal Lewis;0;1;0.0;0.0;0.4;5.0;1.0;8.0;2.0;106.0;4.0;4.0;3.0;0;0;213.0;0.0;0.4225352112676056;0.0;0.0;0.16901408450704228;2.112676056338028;0.4225352112676056;3.380281690140845;0.8450704225352113;44.7887323943662;1.6901408450704225;1.6901408450704225;1.267605633802817;0.0;0.0;1;0.4225352112676056;0.0;0.4;0.16901408450704228;1.0
James Rodríguez;0;0;0.0;0.0;0.0;2.0;0.0;6.0;0.0;30.0;1.0;0.0;0.0;0;0;38.0;0.0;0.0;0.0;0.0;0.0;4.7368421052631575;0.0;14.210526315789473;0.0;71.05263157894737;2.3684210526315788;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Jan Lucumí González;0;0;0.1;0.1;0.3;6.0;0.0;1.0;3.0;40.0;7.0;4.0;4.0;2;1;92.0;0.0;0.0;0.09782608695652174;0.09782608695652174;0.2934782608695652;5.869565217391304;0.0;0.9782608695652174;2.934782608695652;39.130434782608695;6.847826086956522;3.9130434782608696;3.9130434782608696;1.9565217391304348;0.9782608695652174;0;0.0;-0.1;0.4;0.391304347826087;0.5714285714285714
Jandrei;0;0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;330.0;0.0;0.0;1.0;0;0;1170.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;25.384615384615383;0.0;0.0;0.07692307692307693;0.0;0.0;0;0.0;0.0;0.0;0.0;
Luan Silva;0;0;0.30000000000000004;0.30000000000000004;0.2;21.0;1.0;41.0;6.0;434.0;11.0;7.0;14.0;5;0;1585.0;0.0;0.0;0.017034700315457417;0.017034700315457417;0.011356466876971609;1.1924290220820188;0.056782334384858045;2.32807570977918;0.34069400630914826;24.643533123028387;0.6246056782334385;0.3974763406940063;0.7949526813880126;0.28391167192429023;0.0;0;0.0;-0.30000000000000004;0.5;0.028391167192429023;0.6363636363636364
Isaac;0;0;0.30000000000000004;0.30000000000000004;0.0;4.0;0.0;5.0;10.0;54.0;15.0;8.0;3.0;0;0;179.0;0.0;0.0;0.15083798882681565;0.15083798882681565;0.0;2.011173184357542;0.0;2.513966480446927;5.027932960893854;27.150837988826815;7.541899441340782;4.022346368715084;1.5083798882681565;0.0;0.0;0;0.0;-0.30000000000000004;0.30000000000000004;0.15083798882681565;0.5333333333333333
Isaque;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Ivan Cavaleiro;0;0;0.30000000000000004;0.30000000000000004;0.1;9.0;0.0;7.0;2.0;63.0;8.0;2.0;0.0;1;0;189.0;0.0;0.0;0.14285714285714288;0.14285714285714288;0.04761904761904762;4.285714285714286;0.0;3.333333333333333;0.9523809523809523;30.0;3.8095238095238093;0.9523809523809523;0.0;0.47619047619047616;0.0;0;0.0;-0.30000000000000004;0.4;0.1904761904761905;0.25
Jadsom;0;1;0.1;0.1;0.6000000000000001;23.0;2.0;89.0;11.0;427.0;11.0;8.0;15.0;10;1;1663.0;0.0;0.054119061936259774;0.005411906193625977;0.005411906193625977;0.032471437161755864;1.2447384245339748;0.10823812387251955;4.81659651232712;0.5953096812988575;23.108839446782923;0.5953096812988575;0.4329524954900782;0.8117859290438966;0.5411906193625977;0.054119061936259774;1;0.054119061936259774;-0.1;0.7000000000000001;0.03788334335538184;0.7272727272727273
Helibelton Palacios;0;0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;27.0;2.0;2.0;1.0;0;0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0689655172413794;3.103448275862069;27.931034482758623;2.0689655172413794;2.0689655172413794;1.0344827586206897;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0
Henrique;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;0.0;0.0;0;0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.923076923076923;0.0;27.692307692307693;6.923076923076923;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0
Hugo;0;3;1.1;1.1;1.1;42.0;4.0;88.0;32.0;592.0;22.0;11.0;22.0;3;0;2145.0;0.0;0.1258741258741259;0.046153846153846156;0.046153846153846156;0.046153846153846156;1.7622377622377623;0.16783216783216784;3.6923076923076925;1.3426573426573427;24.83916083916084;0.9230769230769231;0.46153846153846156;0.9230769230769231;0.1258741258741259;0.0;3;0.1258741258741259;-1.1;2.2;0.09230769230769231;0.5
Lucas Romero;0;2;0.5;0.5;0.4;79.0;7.0;159.0;22.0;1161.0;26.0;13.0;29.0;8;1;2531.0;0.0;0.07111813512445674;0.017779533781114184;0.017779533781114184;0.014223627024891349;2.809166337416041;0.24891347293559857;5.65389174239431;0.7822994863690241;41.284077439747136;0.9245357566179375;0.46226787830896876;1.0312129593046226;0.28447254049782694;0.03555906756222837;2;0.07111813512445674;-0.5;0.9;0.03200316080600553;0.5
Lucas Sasha;0;0;0.5;0.5;1.5;18.0;0.0;40.0;7.0;254.0;12.0;6.0;35.0;2;0;1220.0;0.0;0.0;0.036885245901639344;0.036885245901639344;0.11065573770491804;1.3278688524590165;0.0;2.9508196721311477;0.5163934426229508;18.737704918032787;0.8852459016393444;0.4426229508196722;2.581967213114754;0.14754098360655737;0.0;0;0.0;-0.5;2.0;0.14754098360655737;0.5
Lucas Villalba;0;0;0.2;0.2;0.2;18.0;1.0;59.0;15.0;605.0;3.0;2.0;16.0;2;0;1326.0;0.0;0.0;0.013574660633484163;0.013574660633484163;0.013574660633484163;1.2217194570135748;0.06787330316742082;4.004524886877828;1.0180995475113122;41.06334841628959;0.20361990950226247;0.13574660633484165;1.0859728506787332;0.13574660633484165;0.0;0;0.0;-0.2;0.4;0.027149321266968326;0.6666666666666666
Lucca Drummond;0;1;0.0;0.0;0.30000000000000004;3.0;1.0;1.0;3.0;29.0;0.0;0.0;0.0;0;0;159.0;0.0;0.5660377358490566;0.0;0.0;0.169811320754717;1.6981132075471697;0.5660377358490566;0.5660377358490566;1.6981132075471697;16.41509433962264;0.0;0.0;0.0;0.0;0.0;1;0.5660377358490566;0.0;0.30000000000000004;0.169811320754717;
Lucca Holanda;0;0;0.1;0.1;0.2;5.0;0.0;2.0;4.0;41.0;8.0;2.0;2.0;0;0;299.0;0.0;0.0;0.03010033444816054;0.03010033444816054;0.06020066889632108;1.5050167224080266;0.0;0.6020066889632107;1.2040133779264215;12.341137123745819;2.408026755852843;0.6020066889632107;0.6020066889632107;0.0;0.0;0;0.0;-0.1;0.30000000000000004;0.09030100334448161;0.25
Leonardo Realpe;0;0;0.1;0.1;0.0;0.0;0.0;2.0;0.0;21.0;0.0;0.0;3.0;0;0;90.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;2.0;0.0;21.0;0.0;0.0;3.0;0.0;0.0;0;0.0;-0.1;0.1;0.1;
Luan Garcia;0;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;58.0;2.0;1.0;2.0;0;0;237.0;0.0;0.0;0.0;0.0;0.0;0.37974683544303794;0.0;0.37974683544303794;0.0;22.025316455696203;0.7594936708860759;0.37974683544303794;0.7594936708860759;0.0;0.0;0;0.0;0.0;0.0;0.0;0.5
Jean Carlos Alves Ferreira;0;0;0.6;0.6;0.0;1.0;0.0;0.0;1.0;17.0;5.0;3.0;1.0;0;0;32.0;0.0;0.0;1.6875;1.6875;0.0;2.8125;0.0;0.0;2.8125;47.8125;14.0625;8.4375;2.8125;0.0;0.0;0;0.0;-0.6;0.6;1.6875;0.6
Jean Meneses;0;0;0.0;0.0;0.1;3.0;0.0;7.0;7.0;81.0;8.0;1.0;5.0;0;0;291.0;0.0;0.0;0.0;0.0;0.030927835051546393;0.9278350515463918;0.0;2.1649484536082477;2.1649484536082477;25.051546391752577;2.4742268041237114;0.30927835051546393;1.5463917525773196;0.0;0.0;0;0.0;0.0;0.1;0.030927835051546393;0.125
Lucão;0;0;0.0;0.0;0.4;1.0;0.0;0.0;0.0;95.0;0.0;0.0;0.0;1;0;631.0;0.0;0.0;0.0;0.0;0.05705229793977813;0.14263074484944532;0.0;0.0;0.0;13.549920760697306;0.0;0.0;0.0;0.14263074484944532;0.0;0;0.0;0.0;0.4;0.05705229793977813;
Luis Eduardo Marques dos Santos;0;1;0.2;0.2;1.4000000000000001;24.0;1.0;59.0;22.0;320.0;15.0;6.0;11.0;0;0;767.0;0.0;0.11734028683181225;0.02346805736636245;0.02346805736636245;0.16427640156453718;2.8161668839634943;0.11734028683181225;6.923076923076923;2.5814863102998693;37.54889178617992;1.7601043024771839;0.7040417209908736;1.2907431551499347;0.0;0.0;1;0.11734028683181225;-0.2;1.6;0.1877444589308996;0.4
Luis Guilherme;0;1;0.30000000000000004;0.30000000000000004;0.8999999999999999;18.0;2.0;8.0;12.0;71.0;10.0;7.0;0.0;0;0;183.0;0.0;0.4918032786885246;0.1475409836065574;0.1475409836065574;0.44262295081967207;8.852459016393443;0.9836065573770492;3.9344262295081966;5.901639344262295;34.91803278688524;4.918032786885246;3.4426229508196724;0.0;0.0;0.0;1;0.4918032786885246;-0.30000000000000004;1.2;0.5901639344262295;0.7
Hugo Souza;0;0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;337.0;2.0;2.0;0.0;3;0;1980.0;0.0;0.0;0.0;0.0;0.0;0.045454545454545456;0.0;0.045454545454545456;0.045454545454545456;15.31818181818182;0.09090909090909091;0.09090909090909091;0.0;0.13636363636363635;0.0;0;0.0;0.0;0.0;0.0;1.0
Hyoran;0;0;0.9;0.9;0.1;12.0;0.0;11.0;9.0;99.0;8.0;2.0;4.0;0;0;335.0;0.0;0.0;0.24179104477611943;0.24179104477611943;0.026865671641791045;3.2238805970149254;0.0;2.955223880597015;2.417910447761194;26.597014925373134;2.1492537313432836;0.5373134328358209;1.0746268656716418;0.0;0.0;0;0.0;-0.9;1.0;0.26865671641791045;0.25
Héctor;0;0;0.1;0.1;0.0;1.0;0.0;1.0;1.0;16.0;2.0;0.0;0.0;0;0;64.0;0.0;0.0;0.140625;0.140625;0.0;1.40625;0.0;1.40625;1.40625;22.5;2.8125;0.0;0.0;0.0;0.0;0;0.0;-0.1;0.1;0.140625;0.0
Iago;0;0;0.7999999999999999;0.7999999999999999;1.1;8.0;0.0;22.0;15.0;206.0;6.0;0.0;7.0;0;0;408.0;0.0;0.0;0.1764705882352941;0.1764705882352941;0.24264705882352944;1.7647058823529411;0.0;4.852941176470589;3.308823529411765;45.44117647058823;1.3235294117647058;0.0;1.5441176470588236;0.0;0.0;0;0.0;-0.7999999999999999;1.9;0.41911764705882354;0.0
Ignácio;0;0;0.0;0.0;0.1;3.0;0.0;6.0;3.0;111.0;2.0;1.0;3.0;0;0;189.0;0.0;0.0;0.0;0.0;0.04761904761904762;1.4285714285714284;0.0;2.8571428571428568;1.4285714285714284;52.85714285714286;0.9523809523809523;0.47619047619047616;1.4285714285714284;0.0;0.0;0;0.0;0.0;0.1;0.04761904761904762;0.5
Guilherme Madruga;0;1;0.30000000000000004;0.30000000000000004;0.6000000000000001;5.0;1.0;8.0;1.0;31.0;2.0;1.0;3.0;2;0;104.0;0.0;0.8653846153846154;0.2596153846153847;0.2596153846153847;0.5192307692307694;4.3269230769230775;0.8653846153846154;6.923076923076923;0.8653846153846154;26.826923076923077;1.7307692307692308;0.8653846153846154;2.5961538461538463;1.7307692307692308;0.0;1;0.8653846153846154;-0.30000000000000004;0.9000000000000001;0.7788461538461539;0.5
Gustavo;0;0;0.1;0.1;0.0;2.0;0.0;0.0;0.0;461.0;0.0;0.0;0.0;4;1;2997.0;0.0;0.0;0.003003003003003003;0.003003003003003003;0.0;0.06006006006006006;0.0;0.0;0.0;13.843843843843844;0.0;0.0;0.0;0.12012012012012012;0.03003003003003003;0;0.0;-0.1;0.1;0.003003003003003003;
Luis Miguel;0;0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0;0;15.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;6.0;30.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Luis Otávio;0;0;0.0;0.0;0.0;1.0;1.0;5.0;1.0;33.0;0.0;0.0;0.0;0;0;54.0;0.0;0.0;0.0;0.0;0.0;1.6666666666666665;1.6666666666666665;8.333333333333332;1.6666666666666665;55.00000000000001;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;
Luiz Adriano;0;1;0.1;0.1;0.1;2.0;1.0;4.0;1.0;25.0;2.0;0.0;2.0;1;0;202.0;0.0;0.44554455445544555;0.04455445544554455;0.04455445544554455;0.04455445544554455;0.8910891089108911;0.44554455445544555;1.7821782178217822;0.44554455445544555;11.138613861386139;0.8910891089108911;0.0;0.8910891089108911;0.44554455445544555;0.0;1;0.44554455445544555;-0.1;0.2;0.0891089108910891;0.0
Lucas Freitas;0;0;0.2;0.2;0.1;13.0;0.0;43.0;8.0;429.0;4.0;1.0;23.0;3;1;1256.0;0.0;0.0;0.014331210191082805;0.014331210191082805;0.007165605095541402;0.9315286624203821;0.0;3.0812101910828025;0.5732484076433121;30.74044585987261;0.28662420382165604;0.07165605095541401;1.6480891719745223;0.21496815286624202;0.07165605095541401;0;0.0;-0.2;0.30000000000000004;0.021496815286624206;0.25
Lucas Kal;0;1;0.30000000000000004;0.30000000000000004;0.5;10.0;1.0;64.0;7.0;345.0;7.0;3.0;13.0;1;0;1156.0;0.0;0.07785467128027682;0.023356401384083045;0.023356401384083045;0.03892733564013841;0.7785467128027682;0.07785467128027682;4.982698961937716;0.5449826989619377;26.859861591695502;0.5449826989619377;0.23356401384083045;1.0121107266435987;0.07785467128027682;0.0;1;0.07785467128027682;-0.30000000000000004;0.8;0.062283737024221464;0.42857142857142855
Lucas Mineiro;0;0;0.6000000000000001;0.6000000000000001;0.1;30.0;2.0;85.0;18.0;651.0;19.0;14.0;43.0;7;0;2338.0;0.0;0.0;0.02309666381522669;0.02309666381522669;0.0038494439692044486;1.1548331907613345;0.07698887938408897;3.272027373823781;0.6928999144568007;25.059880239520957;0.7313943541488452;0.5389221556886228;1.6552609067579127;0.2694610778443114;0.0;0;0.0;-0.6000000000000001;0.7000000000000001;0.026946107784431142;0.7368421052631579
Lyanco;0;0;0.2;0.2;0.2;5.0;1.0;37.0;9.0;401.0;9.0;5.0;15.0;8;1;904.0;0.0;0.0;0.019911504424778764;0.019911504424778764;0.019911504424778764;0.497787610619469;0.09955752212389381;3.683628318584071;0.8960176991150443;39.92256637168141;0.8960176991150443;0.497787610619469;1.4933628318584071;0.7964601769911505;0.09955752212389381;0;0.0;-0.2;0.4;0.03982300884955753;0.5555555555555556
